,0,1,2,3
"(3, 390, np.float64(0.7000000000000001))",3.0,0.21458333333333332,35792816.68333333,35879852.0
"(3, 390, np.float64(0.8))",3.0,0.20833333333333334,36071511.25833333,36291931.5
"(3, 390, np.float64(0.9))",3.0,0.016666666666666666,35386909.09791667,35576500.0
"(3, 400, np.float64(0.1))",3.0,0.20416666666666666,37053698.40208333,36499384.5
"(3, 400, np.float64(0.2))",3.0,0.20416666666666666,35039901.49791667,34921332.0
"(3, 400, np.float64(0.30000000000000004))",3.0,0.20416666666666666,34654117.822916664,34729733.5
"(3, 400, np.float64(0.4))",3.0,0.20416666666666666,34512239.00416667,34561626.0
"(3, 400, np.float64(0.5))",3.0,0.20416666666666666,34182903.108333334,34398718.0
"(3, 400, np.float64(0.6))",3.0,0.20416666666666666,35214630.93541667,35286581.5
"(3, 400, np.float64(0.7000000000000001))",3.0,0.21458333333333332,35145421.76875,35492422.5
"(3, 400, np.float64(0.8))",3.0,0.20833333333333334,35011701.61666667,35228320.5
"(3, 400, np.float64(0.9))",3.0,0.016666666666666666,34927555.30416667,34985366.0
"(5, 300, np.float64(0.1))",3.0,0.19791666666666666,35794117.41458333,35502566.5
"(5, 300, np.float64(0.2))",3.0,0.19791666666666666,35727699.1,35526120.5
"(5, 300, np.float64(0.30000000000000004))",3.0,0.19791666666666666,33384991.6375,33136090.5
"(5, 300, np.float64(0.4))",3.0,0.19791666666666666,33182079.758333333,33085602.5
"(5, 300, np.float64(0.5))",3.0,0.19791666666666666,33217682.875,33325461.5
"(5, 300, np.float64(0.6))",3.0,0.19791666666666666,32658565.25,32657193.0
"(5, 300, np.float64(0.7000000000000001))",3.0,0.21458333333333332,33456394.025,33382213.0
"(5, 300, np.float64(0.8))",3.0,0.21458333333333332,33649027.56875,33139840.5
"(5, 300, np.float64(0.9))",3.0,0.03333333333333333,33916390.87916667,33554775.0
"(5, 310, np.float64(0.1))",3.0,0.19791666666666666,35824435.25,35621723.5
"(5, 310, np.float64(0.2))",3.0,0.19791666666666666,36032210.479166664,35738747.5
"(5, 310, np.float64(0.30000000000000004))",3.0,0.19791666666666666,35175077.541666664,34797235.0
"(5, 310, np.float64(0.4))",3.0,0.19791666666666666,32974904.108333334,32769973.0
"(5, 310, np.float64(0.5))",3.0,0.19791666666666666,33010125.110416666,32880581.5
"(5, 310, np.float64(0.6))",3.0,0.19791666666666666,32866590.970833335,32943729.0
"(5, 310, np.float64(0.7000000000000001))",3.0,0.21458333333333332,32158532.427083332,32005757.0
"(5, 310, np.float64(0.8))",3.0,0.21458333333333332,33394801.858333334,33272906.5
"(5, 310, np.float64(0.9))",3.0,0.03333333333333333,33657223.20625,33393111.0
"(5, 320, np.float64(0.1))",3.0,0.19791666666666666,35457349.7625,35001002.5
"(5, 320, np.float64(0.2))",3.0,0.19791666666666666,35643085.78125,35557041.0
"(5, 320, np.float64(0.30000000000000004))",3.0,0.19791666666666666,33224134.385416668,32731660.5
"(5, 320, np.float64(0.4))",3.0,0.19791666666666666,34538950.983333334,34490881.0
"(5, 320, np.float64(0.5))",3.0,0.19791666666666666,35048785.16041667,35055786.5
"(5, 320, np.float64(0.6))",3.0,0.19791666666666666,32922825.727083333,32783518.5
"(5, 320, np.float64(0.7000000000000001))",3.0,0.21458333333333332,32725149.220833335,32850882.0
"(5, 320, np.float64(0.8))",3.0,0.21458333333333332,32269530.685416665,32524157.0
"(5, 320, np.float64(0.9))",3.0,0.03333333333333333,33486457.627083335,33880853.0
"(5, 330, np.float64(0.1))",3.0,0.19791666666666666,35457944.8,34942453.5
"(5, 330, np.float64(0.2))",3.0,0.19791666666666666,35307536.80833333,34641053.0
"(5, 330, np.float64(0.30000000000000004))",3.0,0.19791666666666666,33309251.75,32850164.5
"(5, 330, np.float64(0.4))",3.0,0.19791666666666666,33134501.047916666,33126373.5
"(5, 330, np.float64(0.5))",3.0,0.19791666666666666,34633061.825,34771411.0
"(5, 330, np.float64(0.6))",3.0,0.19791666666666666,34076487.62916667,33949933.5
"(5, 330, np.float64(0.7000000000000001))",3.0,0.21458333333333332,32821837.302083332,32852892.5
"(5, 330, np.float64(0.8))",3.0,0.21458333333333332,34437358.475,34599410.5
"(5, 330, np.float64(0.9))",3.0,0.03333333333333333,32087823.497916665,32074233.0
"(5, 340, np.float64(0.1))",3.0,0.2,35198072.45625,35339024.0
"(5, 340, np.float64(0.2))",3.0,0.2,35211605.5625,34673261.0
"(5, 340, np.float64(0.30000000000000004))",3.0,0.2,33409042.691666666,32601085.0
"(5, 340, np.float64(0.4))",3.0,0.2,34711063.35625,34544252.5
"(5, 340, np.float64(0.5))",3.0,0.2,33028222.889583334,32674738.5
