,key,path,found_perm,true_perm,correct,overlap
193,d,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/medium/D/custom_michaels_medium_D_2.jpg,fff,fff,True,3
194,d,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/medium/D/custom_michaels_medium_D_4.jpg,fff,fff,True,3
195,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/D/custom_davids_high_D_3.jpg,fff,fff,True,3
196,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/D/custom_davids_high_D_2.jpg,fff,fff,True,3
197,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/D/custom_davids_high_D_0.jpg,fff,fff,True,3
198,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/D/custom_davids_high_D_1.jpg,fff,fff,True,3
199,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/D/custom_davids_high_D_4.jpg,fff,fff,True,3
200,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/D/custom_davids_short_D_3.jpg,bff,fff,False,2
201,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/D/custom_davids_short_D_2.jpg,ffb,fff,False,2
202,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/D/custom_davids_short_D_0.jpg,fbf,fff,False,2
203,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/D/custom_davids_short_D_1.jpg,bff,fff,False,2
204,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/D/custom_davids_short_D_4.jpg,bff,fff,False,2
205,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/medium/D/custom_davids_medium_D_4.jpg,fff,fff,True,3
206,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/medium/D/custom_davids_medium_D_3.jpg,fff,fff,True,3
207,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/medium/D/custom_davids_medium_D_2.jpg,fff,fff,True,3
208,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/medium/D/custom_davids_medium_D_0.jpg,bbf,fff,False,1
209,d,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/medium/D/custom_davids_medium_D_1.jpg,fbf,fff,False,2
210,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/high/D/custom_john_honey_high_D_4.jpg,fff,fff,True,3
211,d,/Users/jdreiling/Desktop/puck/puck//images/custom/john_honey/high/D/custom_john_honey_high_D_2.jpg,fff,fff,True,3
