,0,1,2,3,4,5
images_miniset/custom/jack_cole/short/C/custom_jack_cole_short_C_0.jpg.6,0.231109792,4,True,True,0.231109792,"[0.0, 1.0, 1.0, 4.0]"
images_miniset/custom/jack_cole/short/D/custom_jack_cole_short_D_0.jpg.0,0.110392791,4,True,True,0.110392791,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/jack_cole/short/D/custom_jack_cole_short_D_0.jpg.1,0.114819542,4,True,True,0.114819542,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/jack_cole/short/D/custom_jack_cole_short_D_0.jpg.2,0.119128833,4,True,True,0.119128833,"[0.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/jack_cole/short/D/custom_jack_cole_short_D_0.jpg.3,0.124784917,4,True,True,0.124784917,"[0.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/jack_cole/short/D/custom_jack_cole_short_D_0.jpg.4,0.128942292,4,True,True,0.128942292,"[0.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/jack_cole/short/D/custom_jack_cole_short_D_0.jpg.5,0.14778575,4,True,True,0.14778575,"[0.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/jack_cole/short/D/custom_jack_cole_short_D_0.jpg.6,0.22627525,4,True,True,0.22627525,"[1.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/john_honey/high/A/custom_john_honey_high_A_0.jpg.0,0.111634334,4,True,True,0.111634334,"[0.0, 1.0, 2.23606797749979, 3.0]"
images_miniset/custom/john_honey/high/A/custom_john_honey_high_A_0.jpg.1,0.116825084,4,True,True,0.116825084,"[0.0, 1.0, 2.23606797749979, 3.0]"
images_miniset/custom/john_honey/high/A/custom_john_honey_high_A_0.jpg.2,0.131024125,4,True,True,0.131024125,"[0.0, 0.0, 3.0, 3.1622776601683795]"
images_miniset/custom/john_honey/high/A/custom_john_honey_high_A_0.jpg.3,0.143069333,4,True,True,0.143069333,"[0.0, 1.0, 2.23606797749979, 3.0]"
images_miniset/custom/john_honey/high/A/custom_john_honey_high_A_0.jpg.4,0.147490292,4,True,True,0.147490292,"[0.0, 0.0, 3.0, 3.1622776601683795]"
images_miniset/custom/john_honey/high/A/custom_john_honey_high_A_0.jpg.5,0.1864985,4,True,True,0.1864985,"[0.0, 1.0, 2.23606797749979, 3.0]"
images_miniset/custom/john_honey/high/A/custom_john_honey_high_A_0.jpg.6,0.248039417,5,True,False,0.248039417,"[1.0, 1.0, 3.0, 3.1622776601683795, 288.00868042473996]"
images_miniset/custom/john_honey/high/B/custom_john_honey_high_B_0.jpg.0,0.113012833,4,True,True,0.113012833,"[1.0, 1.0, 2.0, 2.0]"
images_miniset/custom/john_honey/high/B/custom_john_honey_high_B_0.jpg.1,0.11759875,4,True,True,0.11759875,"[1.0, 1.0, 2.0, 2.0]"
images_miniset/custom/john_honey/high/B/custom_john_honey_high_B_0.jpg.2,0.133536042,4,True,True,0.133536042,"[1.0, 1.0, 2.0, 2.0]"
images_miniset/custom/john_honey/high/B/custom_john_honey_high_B_0.jpg.3,0.1447345,4,True,True,0.1447345,"[1.0, 1.0, 2.0, 2.0]"
images_miniset/custom/john_honey/high/B/custom_john_honey_high_B_0.jpg.4,0.15010075,4,True,True,0.15010075,"[1.0, 1.0, 2.0, 2.0]"
images_miniset/custom/john_honey/high/B/custom_john_honey_high_B_0.jpg.5,0.1903935,4,True,True,0.1903935,"[1.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/custom/john_honey/high/B/custom_john_honey_high_B_0.jpg.6,0.249686209,4,True,True,0.249686209,"[1.0, 1.0, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/john_honey/high/C/custom_john_honey_high_C_0.jpg.0,0.112277917,3,True,False,0.112277917,"[1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/high/C/custom_john_honey_high_C_0.jpg.1,0.116298459,3,True,False,0.116298459,"[1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/high/C/custom_john_honey_high_C_0.jpg.2,0.125985375,3,True,False,0.125985375,"[1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/high/C/custom_john_honey_high_C_0.jpg.3,0.1400105,3,True,False,0.1400105,"[1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/high/C/custom_john_honey_high_C_0.jpg.4,0.137841167,3,True,False,0.137841167,"[1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/high/C/custom_john_honey_high_C_0.jpg.5,0.177559167,4,True,True,0.177559167,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/high/C/custom_john_honey_high_C_0.jpg.6,0.239964459,4,True,True,0.239964459,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/medium/A/custom_john_honey_medium_A_0.jpg.0,0.112818875,4,True,True,0.112818875,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/A/custom_john_honey_medium_A_0.jpg.1,0.11766175,4,True,True,0.11766175,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/A/custom_john_honey_medium_A_0.jpg.2,0.127474792,4,True,True,0.127474792,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/custom/john_honey/medium/A/custom_john_honey_medium_A_0.jpg.3,0.139915709,4,True,True,0.139915709,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/A/custom_john_honey_medium_A_0.jpg.4,0.138968541,4,True,True,0.138968541,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/custom/john_honey/medium/A/custom_john_honey_medium_A_0.jpg.5,0.176163875,4,True,True,0.176163875,"[0.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/A/custom_john_honey_medium_A_0.jpg.6,0.247264541,4,True,True,0.247264541,"[0.0, 1.0, 1.0, 1.0]"
images_miniset/custom/john_honey/medium/B/custom_john_honey_medium_B_0.jpg.0,0.114818125,4,True,True,0.114818125,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/B/custom_john_honey_medium_B_0.jpg.1,0.12038325,4,True,True,0.12038325,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/B/custom_john_honey_medium_B_0.jpg.2,0.128666042,4,True,True,0.128666042,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/B/custom_john_honey_medium_B_0.jpg.3,0.139595666,4,True,True,0.139595666,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/B/custom_john_honey_medium_B_0.jpg.4,0.141577541,4,True,True,0.141577541,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/B/custom_john_honey_medium_B_0.jpg.5,0.176329542,4,True,True,0.176329542,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/B/custom_john_honey_medium_B_0.jpg.6,0.249573917,4,True,True,0.249573917,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/C/custom_john_honey_medium_C_0.jpg.0,0.112678041,3,True,False,0.112678041,"[1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/C/custom_john_honey_medium_C_0.jpg.1,0.117568708,3,True,False,0.117568708,"[1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/C/custom_john_honey_medium_C_0.jpg.2,0.124545125,3,True,False,0.124545125,"[1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/C/custom_john_honey_medium_C_0.jpg.3,0.13804475,3,True,False,0.13804475,"[1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/C/custom_john_honey_medium_C_0.jpg.4,0.135799667,3,True,False,0.135799667,"[1.0, 1.4142135623730951, 1.4142135623730951]"
images_miniset/custom/john_honey/medium/C/custom_john_honey_medium_C_0.jpg.5,0.17053125,4,True,True,0.17053125,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/john_honey/medium/C/custom_john_honey_medium_C_0.jpg.6,0.240320917,4,True,True,0.240320917,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/john_honey/medium/D/custom_john_honey_medium_D_0.jpg.0,0.1110535,4,True,True,0.1110535,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/medium/D/custom_john_honey_medium_D_0.jpg.1,0.116066833,4,True,True,0.116066833,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/medium/D/custom_john_honey_medium_D_0.jpg.2,0.124589625,4,True,True,0.124589625,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/medium/D/custom_john_honey_medium_D_0.jpg.3,0.147637375,4,True,True,0.147637375,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/medium/D/custom_john_honey_medium_D_0.jpg.4,0.136359958,4,True,True,0.136359958,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/medium/D/custom_john_honey_medium_D_0.jpg.5,0.166562542,4,True,True,0.166562542,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/medium/D/custom_john_honey_medium_D_0.jpg.6,0.231226875,4,True,True,0.231226875,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/short/A/custom_john_honey_short_A_0.jpg.0,0.112837167,4,True,True,0.112837167,"[0.0, 1.0, 1.0, 2.0]"
images_miniset/custom/john_honey/short/A/custom_john_honey_short_A_0.jpg.1,0.117375375,4,True,True,0.117375375,"[0.0, 1.0, 1.0, 2.0]"
images_miniset/custom/john_honey/short/A/custom_john_honey_short_A_0.jpg.2,0.122732334,4,True,True,0.122732334,"[0.0, 1.0, 1.0, 2.0]"
images_miniset/custom/john_honey/short/A/custom_john_honey_short_A_0.jpg.3,0.132115667,4,True,True,0.132115667,"[0.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/A/custom_john_honey_short_A_0.jpg.4,0.132579416,4,True,True,0.132579416,"[0.0, 1.0, 1.0, 2.0]"
images_miniset/custom/john_honey/short/A/custom_john_honey_short_A_0.jpg.5,0.161727333,4,True,True,0.161727333,"[0.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/A/custom_john_honey_short_A_0.jpg.6,0.241169125,5,True,False,0.241169125,"[0.0, 1.0, 1.4142135623730951, 2.0, 923.8490136380511]"
images_miniset/custom/john_honey/short/B/custom_john_honey_short_B_0.jpg.0,0.117229916,4,True,True,0.117229916,"[1.0, 1.0, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/john_honey/short/B/custom_john_honey_short_B_0.jpg.1,0.12222975,4,True,True,0.12222975,"[1.0, 1.0, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/john_honey/short/B/custom_john_honey_short_B_0.jpg.2,0.129708,4,True,True,0.129708,"[1.0, 1.0, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/john_honey/short/B/custom_john_honey_short_B_0.jpg.3,0.141300833,4,True,True,0.141300833,"[1.0, 1.0, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/john_honey/short/B/custom_john_honey_short_B_0.jpg.4,0.142079042,4,True,True,0.142079042,"[1.0, 1.0, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/john_honey/short/B/custom_john_honey_short_B_0.jpg.5,0.17679275,4,True,True,0.17679275,"[1.0, 1.0, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/john_honey/short/B/custom_john_honey_short_B_0.jpg.6,0.253703584,4,True,True,0.253703584,"[1.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/custom/john_honey/short/C/custom_john_honey_short_C_0.jpg.0,0.114359292,4,True,True,0.114359292,"[0.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/C/custom_john_honey_short_C_0.jpg.1,0.118729916,4,True,True,0.118729916,"[0.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/C/custom_john_honey_short_C_0.jpg.2,0.124583875,4,True,True,0.124583875,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/C/custom_john_honey_short_C_0.jpg.3,0.135419083,4,True,True,0.135419083,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/C/custom_john_honey_short_C_0.jpg.4,0.135463459,4,True,True,0.135463459,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/C/custom_john_honey_short_C_0.jpg.5,0.165718625,4,True,True,0.165718625,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/C/custom_john_honey_short_C_0.jpg.6,0.243554042,4,True,True,0.243554042,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.0]"
images_miniset/custom/john_honey/short/D/custom_john_honey_short_D_0.jpg.0,0.114725209,4,True,True,0.114725209,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/short/D/custom_john_honey_short_D_0.jpg.1,0.11877825,4,True,True,0.11877825,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/short/D/custom_john_honey_short_D_0.jpg.2,0.125778208,4,True,True,0.125778208,"[0.0, 0.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/short/D/custom_john_honey_short_D_0.jpg.3,0.134167417,4,True,True,0.134167417,"[0.0, 1.0, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/john_honey/short/D/custom_john_honey_short_D_0.jpg.4,0.136865583,4,True,True,0.136865583,"[0.0, 0.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/john_honey/short/D/custom_john_honey_short_D_0.jpg.5,0.166079584,4,True,True,0.166079584,"[0.0, 1.0, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/john_honey/short/D/custom_john_honey_short_D_0.jpg.6,0.245374708,4,True,True,0.245374708,"[0.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/high/A/custom_michaels_high_A_0.jpg.0,0.1051745,4,True,True,0.1051745,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/high/A/custom_michaels_high_A_0.jpg.1,0.111379542,4,True,True,0.111379542,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/high/A/custom_michaels_high_A_0.jpg.2,0.119495959,4,True,True,0.119495959,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/high/A/custom_michaels_high_A_0.jpg.3,0.128055291,4,True,True,0.128055291,"[0.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/michaels/high/A/custom_michaels_high_A_0.jpg.4,0.131314792,4,True,True,0.131314792,"[0.0, 1.0, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/high/A/custom_michaels_high_A_0.jpg.5,0.161470917,4,True,True,0.161470917,"[0.0, 1.0, 1.4142135623730951, 2.0]"
images_miniset/custom/michaels/high/A/custom_michaels_high_A_0.jpg.6,0.204656833,4,True,True,0.204656833,"[0.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/custom/michaels/high/B/custom_michaels_high_B_0.jpg.0,0.10801525,4,True,True,0.10801525,"[0.0, 1.0, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/michaels/high/B/custom_michaels_high_B_0.jpg.1,0.112337875,4,True,True,0.112337875,"[0.0, 1.0, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/michaels/high/B/custom_michaels_high_B_0.jpg.2,0.121214791,4,True,True,0.121214791,"[0.0, 1.0, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/michaels/high/B/custom_michaels_high_B_0.jpg.3,0.130372625,4,True,True,0.130372625,"[0.0, 1.0, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/michaels/high/B/custom_michaels_high_B_0.jpg.4,0.136700125,4,True,True,0.136700125,"[0.0, 1.0, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/michaels/high/B/custom_michaels_high_B_0.jpg.5,0.170769458,4,True,True,0.170769458,"[0.0, 1.0, 1.4142135623730951, 2.8284271247461903]"
images_miniset/custom/michaels/high/B/custom_michaels_high_B_0.jpg.6,0.210229875,4,True,True,0.210229875,"[0.0, 1.0, 2.23606797749979, 2.8284271247461903]"
images_miniset/custom/michaels/high/C/custom_michaels_high_C_0.jpg.0,0.105345208,3,True,False,0.105345208,"[1.4142135623730951, 2.23606797749979, 3.1622776601683795]"
images_miniset/custom/michaels/high/C/custom_michaels_high_C_0.jpg.1,0.110392458,4,True,True,0.110392458,"[1.0, 1.4142135623730951, 2.23606797749979, 3.1622776601683795]"
images_miniset/custom/michaels/high/C/custom_michaels_high_C_0.jpg.2,0.116881125,4,True,True,0.116881125,"[1.0, 1.4142135623730951, 2.23606797749979, 3.1622776601683795]"
images_miniset/custom/michaels/high/C/custom_michaels_high_C_0.jpg.3,0.123183833,4,True,True,0.123183833,"[1.0, 1.4142135623730951, 2.23606797749979, 4.123105625617661]"
images_miniset/custom/michaels/high/C/custom_michaels_high_C_0.jpg.4,0.124754958,4,True,True,0.124754958,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 3.1622776601683795]"
images_miniset/custom/michaels/high/C/custom_michaels_high_C_0.jpg.5,0.150070416,4,True,True,0.150070416,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 4.123105625617661]"
images_miniset/custom/michaels/high/C/custom_michaels_high_C_0.jpg.6,0.198177625,4,True,True,0.198177625,"[1.4142135623730951, 1.4142135623730951, 2.23606797749979, 4.123105625617661]"
images_miniset/custom/michaels/high/D/custom_michaels_high_D_0.jpg.0,0.106801333,4,True,True,0.106801333,"[0.0, 0.0, 1.0, 1.4142135623730951]"
images_miniset/custom/michaels/high/D/custom_michaels_high_D_0.jpg.1,0.13677,4,True,True,0.13677,"[0.0, 0.0, 1.0, 1.4142135623730951]"
images_miniset/custom/michaels/high/D/custom_michaels_high_D_0.jpg.2,0.119389416,4,True,True,0.119389416,"[0.0, 0.0, 1.0, 1.4142135623730951]"
images_miniset/custom/michaels/high/D/custom_michaels_high_D_0.jpg.3,0.127276917,4,True,True,0.127276917,"[0.0, 0.0, 0.0, 1.4142135623730951]"
images_miniset/custom/michaels/high/D/custom_michaels_high_D_0.jpg.4,0.132238417,4,True,True,0.132238417,"[0.0, 0.0, 1.0, 1.4142135623730951]"
images_miniset/custom/michaels/high/D/custom_michaels_high_D_0.jpg.5,0.1630175,4,True,True,0.1630175,"[0.0, 0.0, 0.0, 1.4142135623730951]"
images_miniset/custom/michaels/high/D/custom_michaels_high_D_0.jpg.6,0.205025459,4,True,True,0.205025459,"[0.0, 0.0, 1.0, 1.4142135623730951]"
images_miniset/custom/michaels/medium/A/custom_michaels_medium_A_0.jpg.0,0.110875583,4,True,True,0.110875583,"[0.0, 1.4142135623730951, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/michaels/medium/A/custom_michaels_medium_A_0.jpg.1,0.115512791,4,True,True,0.115512791,"[0.0, 1.4142135623730951, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/michaels/medium/A/custom_michaels_medium_A_0.jpg.2,0.121350167,4,True,True,0.121350167,"[0.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/medium/A/custom_michaels_medium_A_0.jpg.3,0.129610542,4,True,True,0.129610542,"[1.0, 1.4142135623730951, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/michaels/medium/A/custom_michaels_medium_A_0.jpg.4,0.131436334,4,True,True,0.131436334,"[0.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/medium/A/custom_michaels_medium_A_0.jpg.5,0.161192833,4,True,True,0.161192833,"[1.0, 1.4142135623730951, 2.23606797749979, 2.23606797749979]"
images_miniset/custom/michaels/medium/A/custom_michaels_medium_A_0.jpg.6,0.208335125,4,True,True,0.208335125,"[0.0, 1.4142135623730951, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/medium/B/custom_michaels_medium_B_0.jpg.0,0.11090025,4,True,True,0.11090025,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/B/custom_michaels_medium_B_0.jpg.1,0.116345542,4,True,True,0.116345542,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/B/custom_michaels_medium_B_0.jpg.2,0.122067292,4,True,True,0.122067292,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/michaels/medium/B/custom_michaels_medium_B_0.jpg.3,0.128819125,4,True,True,0.128819125,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/B/custom_michaels_medium_B_0.jpg.4,0.132348625,4,True,True,0.132348625,"[1.0, 1.0, 1.0, 1.4142135623730951]"
images_miniset/custom/michaels/medium/B/custom_michaels_medium_B_0.jpg.5,0.157337542,4,True,True,0.157337542,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/B/custom_michaels_medium_B_0.jpg.6,0.207137,4,True,True,0.207137,"[1.0, 1.0, 1.0, 2.0]"
images_miniset/custom/michaels/medium/C/custom_michaels_medium_C_0.jpg.0,0.110075625,3,True,False,0.110075625,"[1.0, 1.0, 2.0]"
images_miniset/custom/michaels/medium/C/custom_michaels_medium_C_0.jpg.1,0.116046458,4,True,True,0.116046458,"[1.0, 1.0, 1.0, 2.0]"
images_miniset/custom/michaels/medium/C/custom_michaels_medium_C_0.jpg.2,0.120172333,4,True,True,0.120172333,"[1.0, 1.0, 1.0, 2.0]"
images_miniset/custom/michaels/medium/C/custom_michaels_medium_C_0.jpg.3,0.1259075,4,True,True,0.1259075,"[1.0, 1.0, 1.0, 2.0]"
images_miniset/custom/michaels/medium/C/custom_michaels_medium_C_0.jpg.4,0.130141,4,True,True,0.130141,"[1.0, 1.0, 1.0, 2.0]"
images_miniset/custom/michaels/medium/C/custom_michaels_medium_C_0.jpg.5,0.155764458,4,True,True,0.155764458,"[1.0, 1.0, 1.0, 2.0]"
images_miniset/custom/michaels/medium/C/custom_michaels_medium_C_0.jpg.6,0.205180917,4,True,True,0.205180917,"[1.0, 1.0, 1.0, 2.0]"
images_miniset/custom/michaels/medium/D/custom_michaels_medium_D_0.jpg.0,0.109603041,4,True,True,0.109603041,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/D/custom_michaels_medium_D_0.jpg.1,0.114780375,4,True,True,0.114780375,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/D/custom_michaels_medium_D_0.jpg.2,0.120501584,4,True,True,0.120501584,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/D/custom_michaels_medium_D_0.jpg.3,0.1267385,4,True,True,0.1267385,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/D/custom_michaels_medium_D_0.jpg.4,0.13039975,4,True,True,0.13039975,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/D/custom_michaels_medium_D_0.jpg.5,0.154742916,4,True,True,0.154742916,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/medium/D/custom_michaels_medium_D_0.jpg.6,0.199172042,4,True,True,0.199172042,"[1.0, 1.0, 1.0, 1.0]"
images_miniset/custom/michaels/short/A/custom_michaels_short_A_0.jpg.0,0.110903833,4,True,True,0.110903833,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/custom/michaels/short/A/custom_michaels_short_A_0.jpg.1,0.114885416,4,True,True,0.114885416,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/custom/michaels/short/A/custom_michaels_short_A_0.jpg.2,0.121237625,4,True,True,0.121237625,"[0.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/custom/michaels/short/A/custom_michaels_short_A_0.jpg.3,0.128101667,4,True,True,0.128101667,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/custom/michaels/short/A/custom_michaels_short_A_0.jpg.4,0.130172167,4,True,True,0.130172167,"[0.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/custom/michaels/short/A/custom_michaels_short_A_0.jpg.5,0.155079167,4,True,True,0.155079167,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/custom/michaels/short/A/custom_michaels_short_A_0.jpg.6,0.205982125,4,True,True,0.205982125,"[1.0, 1.0, 1.0, 2.23606797749979]"
images_miniset/custom/michaels/short/B/custom_michaels_short_B_0.jpg.0,0.113126333,4,True,True,0.113126333,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/short/B/custom_michaels_short_B_0.jpg.1,0.117161208,4,True,True,0.117161208,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/short/B/custom_michaels_short_B_0.jpg.2,0.123804542,4,True,True,0.123804542,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/short/B/custom_michaels_short_B_0.jpg.3,0.13165625,4,True,True,0.13165625,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/short/B/custom_michaels_short_B_0.jpg.4,0.136405084,4,True,True,0.136405084,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/short/B/custom_michaels_short_B_0.jpg.5,0.161258125,4,True,True,0.161258125,"[1.0, 1.4142135623730951, 1.4142135623730951, 2.23606797749979]"
images_miniset/custom/michaels/short/B/custom_michaels_short_B_0.jpg.6,0.206571417,4,True,True,0.206571417,"[1.0, 1.4142135623730951, 1.4142135623730951, 3.1622776601683795]"
images_miniset/custom/michaels/short/C/custom_michaels_short_C_0.jpg.0,0.111760334,4,True,True,0.111760334,"[0.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/C/custom_michaels_short_C_0.jpg.1,0.116130833,4,True,True,0.116130833,"[0.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/C/custom_michaels_short_C_0.jpg.2,0.121779042,4,True,True,0.121779042,"[0.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/C/custom_michaels_short_C_0.jpg.3,0.128614791,4,True,True,0.128614791,"[0.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/C/custom_michaels_short_C_0.jpg.4,0.133849875,4,True,True,0.133849875,"[0.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/C/custom_michaels_short_C_0.jpg.5,0.157172416,4,True,True,0.157172416,"[0.0, 1.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/C/custom_michaels_short_C_0.jpg.6,0.200837542,4,True,True,0.200837542,"[0.0, 1.0, 2.0, 2.0]"
images_miniset/custom/michaels/short/D/custom_michaels_short_D_0.jpg.0,0.112122208,4,True,True,0.112122208,"[1.0, 2.0, 2.0, 2.23606797749979]"
images_miniset/custom/michaels/short/D/custom_michaels_short_D_0.jpg.1,0.116973167,4,True,True,0.116973167,"[1.0, 2.0, 2.0, 2.23606797749979]"
