,0,1,2,3
"(5, 400, np.float64(0.7))",3.0,0.22083333333333333,78828839.7625,78761958.0
"(5, 400, np.float64(0.75))",3.0,0.22291666666666668,78344337.75833334,79132479.0
"(5, 400, np.float64(0.8))",3.0,0.21875,78320489.03541666,78646645.5
"(5, 400, np.float64(0.85))",3.0,0.2125,78313620.40625,78486646.0
"(5, 410, np.float64(0.7))",3.0,0.22291666666666668,78687771.1875,78616750.0
"(5, 410, np.float64(0.75))",3.0,0.225,78538085.34583333,79122437.5
"(5, 410, np.float64(0.8))",3.0,0.22291666666666668,78436809.275,78693999.5
"(5, 410, np.float64(0.85))",3.0,0.21666666666666667,78178096.1,78263125.5
"(5, 420, np.float64(0.7))",3.0,0.22291666666666668,78896734.21666667,79020375.0
"(5, 420, np.float64(0.75))",3.0,0.225,78487004.16458334,78352291.5
"(5, 420, np.float64(0.8))",3.0,0.22291666666666668,77999626.225,78020667.0
"(5, 420, np.float64(0.85))",3.0,0.21666666666666667,77575503.06041667,78043958.5
"(5, 430, np.float64(0.7))",3.0,0.22291666666666668,78051201.73333333,78266167.0
"(5, 430, np.float64(0.75))",3.0,0.225,78094643.31458333,77833354.0
"(5, 430, np.float64(0.8))",3.0,0.22291666666666668,77678624.57916667,77610437.5
"(5, 430, np.float64(0.85))",3.0,0.21666666666666667,77656135.85625,77863333.5
"(5, 440, np.float64(0.7))",3.0,0.225,78187390.80208333,77870750.5
"(5, 440, np.float64(0.75))",3.0,0.22708333333333333,77604886.89791666,77567937.0
"(5, 440, np.float64(0.8))",3.0,0.225,77915903.4625,78126833.0
"(5, 440, np.float64(0.85))",3.0,0.21666666666666667,77801630.37291667,78029416.5
"(5, 450, np.float64(0.7))",3.0,0.225,79350096.81041667,79307875.0
"(5, 450, np.float64(0.75))",3.0,0.22708333333333333,79190249.82916667,79596750.5
"(5, 450, np.float64(0.8))",3.0,0.225,79123323.00833334,79284895.5
"(5, 450, np.float64(0.85))",3.0,0.21666666666666667,79116029.35416667,79659208.0
"(5, 460, np.float64(0.7))",3.0,0.225,78882210.35,78891917.0
"(5, 460, np.float64(0.75))",3.0,0.22708333333333333,79274971.19375,79878729.0
"(5, 460, np.float64(0.8))",3.0,0.225,79049836.80208333,79673708.0
"(5, 460, np.float64(0.85))",3.0,0.21666666666666667,78793173.0125,78506000.0
"(5, 470, np.float64(0.7))",3.0,0.225,79108952.62708333,79844062.5
"(5, 470, np.float64(0.75))",3.0,0.22708333333333333,79349557.1,79580229.0
"(5, 470, np.float64(0.8))",3.0,0.225,78973840.46041666,78978042.0
"(5, 470, np.float64(0.85))",3.0,0.21666666666666667,79334453.30208333,79072833.0
"(5, 480, np.float64(0.7))",3.0,0.225,79306866.39583333,79285166.5
"(5, 480, np.float64(0.75))",3.0,0.22708333333333333,79326743.06666666,79144667.0
"(5, 480, np.float64(0.8))",3.0,0.225,79078293.325,79737542.0
"(5, 480, np.float64(0.85))",3.0,0.21666666666666667,79179657.8625,79385542.0
"(5, 490, np.float64(0.7))",3.0,0.225,79259270.13333334,79364812.5
"(5, 490, np.float64(0.75))",3.0,0.22708333333333333,79336073.62083334,79778771.0
"(5, 490, np.float64(0.8))",3.0,0.225,78951339.22708334,79066542.0
"(5, 490, np.float64(0.85))",3.0,0.21666666666666667,79331776.47916667,79838645.5
"(5, 500, np.float64(0.7))",3.0,0.225,79628581.61041667,79555291.5
"(5, 500, np.float64(0.75))",3.0,0.22708333333333333,79491392.86875,79368458.0
"(5, 500, np.float64(0.8))",3.0,0.225,79432494.63958333,79616896.0
"(5, 500, np.float64(0.85))",3.0,0.21666666666666667,78993179.59791666,79260062.5
"(5, 510, np.float64(0.7))",3.0,0.225,79346294.70416667,80144312.0
"(5, 510, np.float64(0.75))",3.0,0.22708333333333333,79546559.0375,79596500.5
"(5, 510, np.float64(0.8))",3.0,0.225,79354607.09166667,79033541.5
"(5, 510, np.float64(0.85))",3.0,0.21666666666666667,79513793.48333333,79186021.0
"(5, 520, np.float64(0.7))",3.0,0.225,79869979.86875,79585708.5
"(5, 520, np.float64(0.75))",3.0,0.22708333333333333,79686774.76875,79741145.5
"(5, 520, np.float64(0.8))",3.0,0.225,79046998.86458333,78536083.0
"(5, 520, np.float64(0.85))",3.0,0.21666666666666667,79156238.44583334,79652229.5
"(5, 530, np.float64(0.7))",3.0,0.225,79190600.32291667,79453021.0
"(5, 530, np.float64(0.75))",3.0,0.22708333333333333,79156928.49375,79009292.0
"(5, 530, np.float64(0.8))",3.0,0.225,79432808.47916667,79717541.5
"(5, 530, np.float64(0.85))",3.0,0.21666666666666667,79397673.62083334,79786104.5
"(5, 540, np.float64(0.7))",3.0,0.225,79370804.06041667,79400978.5
"(5, 540, np.float64(0.75))",3.0,0.22708333333333333,79542511.88333334,79861500.0
"(5, 540, np.float64(0.8))",3.0,0.225,79173460.82708333,79689229.0
"(5, 540, np.float64(0.85))",3.0,0.21666666666666667,79324405.72708334,79628875.0
"(5, 550, np.float64(0.7))",3.0,0.225,79088764.07083334,79782458.5
"(5, 550, np.float64(0.75))",3.0,0.22708333333333333,79049030.625,78768291.5
"(5, 550, np.float64(0.8))",3.0,0.225,78739318.12291667,79113854.0
